ID,CONDITION,code,gender,start,end,feel.pre,sam.pre.h,sam.pre.ar,happy.post,persp,limits,compr1,persp2,compr3,vivid,image,p.future,certainty,post.f.hap,post.f.ar,cheat,cheat_TEXT,live.us,eng.native,fq1,fq2,fq3,fq4,compr,distance,issue,persp.r,others.perspective,persp2.r,WC,WPS,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,flexible_n,post.mood,she.vs.i,mood.change,not.live.us,age,uncertainty,limits.all,WISDOM
69,2,2,1,1/27/2012 11:15:00,1/27/2012 11:27:00,1,3,8,3,1,7,6,4,4,3,2, ,7,3,2,1, ,20,1,It was fine.,Not really.,There were not many questions about the relationship I am actually in and a lot of questions seemed to be about depression,Maybe something about whether people in relationships are happier than those who aren't. Or if just imagining a bad situation in a relationship can alter your mood.,5,.5,-.5,7,5.5,4,80,20,17.5,7.5,7.5,0,0,0,0,10,7.5,15,10,3,3,-7.5,0,1,21,1,4,.818831942121836
70,4,4,1,1/27/2012 12:19:59,1/27/2012 12:33:00,1,2,3,1,3,7,5,7,3,6,2, ,5,2,3,2,"I was dating a drug dealer in high school, and he was raping me (for 5 months). At first I was devestated that he didn't ""love"" me anymore, but then I realized he freed me, and I appreciated that.",20,1,"It was okay.  Very theorhetical and hard to comprehend, and too many (use a scale) questions to really be entertaining.","Besides being a bit confusing, no.","The audio was a little odd, and there are some grammatical errors.  Also, why would you want me to imagine another person's relationship, completely different from my own?",How well I emotionally thought out/reasoned a scenario.,4,.5,.5,5,6,3,61,15.25,13.11,11.48,1.64,0,0,9.84,0,1.64,8.2,19.67,14.75,5,2.5,8.2,-.5,1,21,3,5,1.60412496177295
72,2,2,1,1/27/2012 12:19:59,1/27/2012 12:35:59,1,4,8,2,2,6,5,6,2,2,4, ,2,2,3,1, ,19,1,"Good, it asked a lot of thought questions that people often think of but never really discuss.",No.,No.,"I think it was about how the sad idea of your partner cheating on you affects your emotions. After thinking of such a situation it made me feel sad, depressed, and a bit angry.",3.5,.5,-.5,6,6,4,124,17.71,17.74,12.9,8.87,0,0,4.03,0,4.84,6.45,22.58,14.52,2,2,-4.84,2,1,20,6,6,.987028505536963
73,4,4,1,1/27/2012 12:19:59,1/27/2012 12:38:00,1,4,2,3,2,6,3,6,1,2,4, ,6,3,3,2,My best friend's boyfriend cheated on her a few years ago.,21,1,"Overall, it was straightforward and pretty easy to complete.",It was a little difficult to know how I should respond when I was prompted for write for 5 minutes about the future of my friend's relationship. I felt like I needed more information about the situation.,No.,"The study was about how relationships can affect emotions, even if you are not talking specifically about your own romantic relationship.",2,.5,.5,6,6,5,156,22.29,26.28,17.95,3.21,0,0,14.74,0,8.33,3.21,19.23,13.46,3,3,11.53,1,1,22,2,4,.155489613766129
74,1,1,1,1/27/2012 13:04:59,1/27/2012 13:15:00,1,3,2,3,3,5,5,5,2,4,3,I think I would need to essentially start my relationship with the person over again as I would have lost all trust in them. This is if we even decided to continue our relationship at all after such an incident.,5,3,3,2,Infidelity,21,1,Good,Audio parts were difficult to understand. Speaker needed to pronounce words more clearly.,Limited direction as to what I should have been imagining,Relationship dependency,3.5,-.5,-.5,5,5,7,40,20,20,17.5,10,5,0,0,2.5,2.5,5,20,10,3,3.5,-10,-.5,1,22,3,4,.314154823296484
75,1,1,1,1/27/2012 13:04:59,1/27/2012 13:30:00,1,4,2,2,3,3,1,3,1,3,3,"I was already raised by a mother who's first husband cheated on her. So, growing up, I learned that once someone cheats on you, that's it, they're done, you're done, your relationship is finished. It is not worth being with someone whom you can't trust. When my boyfriend of 1 year and I started dating, it was a little abstract. We had been friends since freshman year of highschool (I am now a Junior in college) and we even ""dated"" a little bit freshman year. So we decided to just be ""friends with benefits"". This was a great fit for me because I didn't want a boyfriend and he had just gotten out of a long one. While we were still ""no strings attached"", he made out with another girl on a dance floor. I was pissed, but I knew I didn't have a right to be angyry because we had an agreement. When he told me of this he said that he hated how it felt and he only wanted to be with me. While I know the saying ""once a cheater, always a cheater"", I do not think that my boyfriend will ever cheat on me. He is an extremely trust worthy individual in all aspects of his life. Writing this out has really made me feel silly for ever questioning our ""strings attached"" relationship that occured after we decided that we didn't want each other seeing other people. Last summer he had an intership in another state and I went to visit him twice. Of course, a paranoid person like me wondered if he ever cheated, however, there were no grounds, and I completely see that now. This incident has actually made me realize how strong our relationship is.",6,2,5,1, ,20,1,At first it made me feel sad thinking about it a situation like that. But then I felt angry and almost defensive about my relationship because we would never cheat on each other.,"After I imagined the situation, there were some unclear questions.","The questions were repetitive- but most psych studies have repetitive questions. I also had to keep my headphones on the entire time, so maybe there was some subliminal messaging going on.",How something as simple as imagining a scenario make people angry. How secure people feel in their relationships.,1,-.5,-.5,5,4,2,318,21.2,21.38,14.78,6.6,2.83,1.26,3.77,.31,6.6,5.03,15.09,8.81,-99,2,-2.83,2,1,21,2,2.5, 
77,1,1,1,1/27/2012 14:05:00,1/27/2012 14:24:00,1,3,2,2,6,3,2,1,1,4,2,"If this incident were to occur in my relationship it would be over.  I would imagine that it would be a very unpleasant ending, one in which I harbored hateful feelings toward both my boyfriend and the person he cheated on me with.  I highly doubt there would be any sort of a relationship thereafter, I would choose to ignore him and the other woman and remove all contact with both people.",7,2,3,1, ,20,1,"Interesting, somewhat difficult to imagine the cheating scenario because it has never been a concern in my relationship.","Somewhat difficult to imagine my boyfriend cheating, hard to feel the full effects of the emotions that would come from such an event",No,I have no idea. These studies are always testing something different than they say.,1.5,-.5,-.5,2,1.5,1,72,24,20.83,12.5,9.72,0,0,2.78,0,8.33,5.56,12.5,12.5,1,2.5,-6.94,.5,1,21,1,2,-2.30462439555701
78,1,1,1,1/27/2012 14:05:59,1/27/2012 14:26:00,1,3,8,2,3,5,5,2,4,2,4,"Trust would be completely gone.  If he really was determined to stay in the relationship and I was somehow able to accept what happened as the past, the dynamics of our relationship would be completely different.  He would have to work hard to regain my trust and I would have to work hard to allow myself to trust him again.  I would have to try not to be bitter but I would make it clear that this was NOT acceptable.",5,2,3,1, ,18,1,Interesting and easy to complete.,No.,No.,The way people think about their situation.  Specifically whether they are in control of their situation or someone else is.,4.5,-.5,-.5,5,3.5,1,80,20,17.5,12.5,7.5,1.25,0,3.75,0,5,3.75,23.75,18.75,3,2.5,-3.75,.5,1,19,3,4,.227702791152835
79,4,4,1,1/27/2012 14:06:59,1/27/2012 14:19:59,1,4,3,4,3,7,3,5,2,5,4, ,7,3,4,1, ,19,1,The study was interesting and the scenario was fairly easy to image and analyze.,It was a bit difficult at first to understand what was being asked (first person vs. third person in the situation) but it became clear after hearing the directions again.,"No, the survey seemed straightforward.",How well people can objectively think about situations vs. becoming personally invested in them.,2.5,.5,.5,5,5,6,105,21,19.05,12.38,4.76,0,0,6.67,.95,6.67,5.71,15.24,7.62,3,4,1.91,0,1,20,1,4,.0545949461451379
80,3,3,1,1/27/2012 14:12:00,1/27/2012 14:32:00,1,3,8,1,2,6,6,2,3,3,2, ,7,2,3,2,Kind of.  my exboyfriend said he withed he could cheat on me and he tried but never was sucessful,21,1,it was okay.  some of the questions were worded awkwardly which made it confusing and difficult to answer.  punctuation is incorrect in some places which is annoying,it was hard to understand some questions.  it was difficult to imagine the situation my friend was in,no,how people with different relationship security respond to negative thoughts about their relationship,4.5,-.5,.5,6,4,2,138,23,20.29,15.22,2.17,0,0,11.59,1.45,5.07,2.9,18.84,13.04,2,1.5,9.42,1.5,1,22,1,3.5,-.121717702600896
81,1,1,1,1/27/2012 14:13:00,1/27/2012 14:22:00,1,3,8,2,7,7,6,1,2,7,1,I will end the relationship.,6,3,2,1, ,19,1,It gave interesting things to think about.,Some of the questions didn't really make sense to me.,Trying to imagine my boyfriend cheating on me.,How people think in relationships.,4,-.5,-.5,1,1,4,5,5,20,20,20,0,0,0,0,0,20,20,20,1,2.5,-20,.5,1,20,2,4.5,-.864105132881098
82,3,3,1,1/27/2012 14:20:59,1/27/2012 14:40:00,1,5,3,3,1,6,5,2,1,1,5, ,6,3,4,2,The boy I dated in high school cheated on me with one of my supposedly good friends after I left a party we were all at.,21,1,It was good. It was easy to think in the first person perspective because that exact situation happened to me a few years ago.,none.,I have never participated in a study that used recorded directions and headphones. I think it helped to maintain my focus.,Seeing how people in intimate relationships would reach to the idea of a friend being cheated on by their significant other.,3,-.5,.5,7,4.5,7,266,26.6,19.55,15.04,1.88,0,0,12.03,1.13,4.51,4.89,19.17,13.53,4,2.5,10.15,2.5,1,22,2,4,.352404003895367
83,3,3,1,1/28/2012 11:23:00,1/28/2012 11:41:00,1,3,8,2,3,5,3,5,2,4,3, ,6,2,1,1, ,20,1,Scenarios given were realistic and I was surprised at its ability to make me change my overall mood. It also make me reflect on my relationship and any doubts or securities within it.,"Sometimes I hadn't thought about certain situations to have ever occurred, so it was difficult to answer.","Not weird, but just that I get anxious and nervous thinking about the future in relation to my current relationship.","Cognitive dissonace between what we say we would feel and what we truly do feel. I may say that if a friend was in a situation where her boyfriend cheated on her that she should break up with him, but if I were in a similar situation, I don't know how well I could handle it.",2.5,-.5,.5,5,5,3,211,26.38,16.11,9.48,2.37,0,0,0,7.11,6.64,7.58,16.11,9.95,4,2,-2.37,1,1,21,2,3.5,.15656999383885
85,3,3,1,1/28/2012 12:43:59,1/28/2012 13:00:00,1,4,8,1,3,6,6,3,3,3,5, ,6,3,2,1, ,20,1,This study was interesting and made me critically think about certain relationships and experiences.,Not really,Why the study continually asked about changes in emotional states (i.e. feeling happy or emotionally aroused),How thinking about relationships and certain scenarios can affect our current feelings and emotional states,4.5,-.5,.5,5,4,3,85,21.25,12.94,9.41,5.88,0,0,3.53,0,3.53,7.06,15.29,12.94,3,1,-2.35,3,1,21,2,4,.343040094251167
87,2,2,1,1/30/2012 10:08:00,1/30/2012 10:26:00,1,4,2,2,2,6,6,7,5,5,4, ,6,3,4,2,"The person did not cheat, but was talking to an ex-girlfriend",19,1,The study was interesting. It made me think about my relationship in a way I have not before. It also gave me a different perspective on viewing difficulties that I may come across.,No.,No.,I believe the study was about understanding how people can analyze themselves in situations like the one presented and how it can affect them emotionally and their relationship with the other person.,5.5,.5,-.5,6,6.5,5,101,16.83,19.8,12.87,10.89,1.98,0,0,0,6.93,3.96,20.79,12.87,3,2.5,-10.89,1.5,2,21,2,4,1.17928648689417
90,1,1,1,1/31/2012 15:12:59,1/31/2012 15:35:00,1,3,2,2,5,6,6,4,1,1,5,"After this incident I am very certain that there will be trust issue if my partner and I were to compromise and continue the relationship. I wouldn't feel comfortable with my partner being around my close friends or any other female in general. I would think that he has intentions on having sexual intercourse with them. I would want to be informed about his where abouts more frequently, and would want to spend more time with him, just to make sure he isn't doing anything he shouldn't. I would also ask my partner was I a factor in the reason why he cheated. If so, can there be ways in which I could change some of my ways for the betterment of our relationship. I would also explain the problems that I have with him, and would hope he would change them accordingly, again, for the betterment of our relationship.  If we weren't able to continue our relationship, it would be difficult for me to engage in another relationship with someone else, because I feel that this situation could happen again.",5,2,2,2,heart-breaking,19,1,"There pretty much weren't any difficulities in the study. Besides some instructions I had to read a couple times for clarity, everything else went smoothly.",Somewhat. Had to read instructions a couple time to gain clarity.,The lights are off in the room.,"When asked to put myself in a detrimental situation in regards to my relationship, they are testing whether or not it effects my emotions or mood any differently.",3.5,-.5,-.5,3,3.5,3,189,23.62,22.22,16.4,8.99,2.12,0,4.23,1.06,5.82,3.17,17.99,12.7,4,3,-4.76,0,1,20,3,4.5,.432900710853552
91,2,2,1,1/31/2012 16:08:00,1/31/2012 16:23:00,1,4,8,2,6,3,2,1,1,2,3, ,5,3,4,1, ,13,1,"It was nice and easy, pretty relaxing.",No!,No,Feelings in certain situations during relationships and how different scenarios make you feel,1.5,.5,-.5,2,1.5,1,170,18.89,20.59,15.29,10,0,.59,4.71,0,5.29,2.35,18.24,13.53,5,2.5,-5.29,1.5,7,20,3,3,-.808375957307108
92,1,1,1,1/31/2012 16:21:59,1/31/2012 16:41:00,1,3,8,2,5,7,5,5,3,5,4,"I think we would put some distance between us romantically. We could try to be friends, and maybe after a while we would be together again. It wouldn't happen very quickly though. We might get too mad at each other. I think we could still have a friendly relationship, but some things would be uncomfortable. It would always feel kind of funny to talk with each other about other people we'd see. There would be less trust, probably in a cyclical way. It might end up being self-destructive.",5,2,2,1, ,19,1,It was effective with the audio questions/cues rather than visual. It made the thinking process during the scenario more solid because I spent a greater amount of time thinking while listening than I would have done while reading.,None,Psych studies are all a little funky sometimes. This was no weirder than some others.,About how your mood is affected by a hypothetical situation about your relationship,4,-.5,-.5,3,4,2,93,11.62,17.2,9.68,2.15,7.53,0,0,0,7.53,3.23,23.66,16.13,5,2.5,-2.15,.5,1,20,3,5,1.14277574937962
93,1,1,1,2/1/2012 13:18:00,2/1/2012 13:35:59,1,4,2,4,5,6,5,2,5,2,3,"I think it would be hard to continue this relationship, knowing that my boyfriend cheated on me with a close friend of mine.  I would feel like ending the friendship with this other girl.  I would not be able to trust my boyfriend nearly as much as before after this incident and would definitely let him know how angry and hurt and upset I was.  I don't really see the relationship developing well in the future after this because of trust issues.  Even if the relationship were to continue, it would be totally different than before and I would feel like something was missing from it.",6,4,3,1, ,21,1,"I thought the study was very interesting, especially in considering the imagined conflict.",No.,No.,Stability in relationships,5,-.5,-.5,3,2.5,1,108,21.6,19.44,10.19,9.26,0,0,.93,0,9.26,4.63,16.67,12.04,4,4,-8.33,0,1,22,2,4,.410174545804732
94,3,3,1,2/2/2012 14:13:00,2/2/2012 14:25:00,1,3,1,2,3,6,5,5,5,4,3, ,7,2,1,1, ,18,1,Simple,No,No,How the mind works,5,-.5,.5,5,5,6,78,26,15.38,12.82,12.82,0,0,0,0,2.56,5.13,20.51,16.67,2,3,-12.82,0,1,19,1,3.5,.238736842171441
96,1,1,1,2/2/2012 15:14:00,2/2/2012 15:42:00,1,3,2,3,6,5,2,1,1,3,3,"At first, I would feel betrayed. Like I'd been punched in the stomach.  I'd want to know everything about what happened (where, when, how long, why, etc.).  I would feel angry and wouldn't want my partner to leave because I would want to berate him.  I know that when he did leave I would feel such sadness.  I think I would mostly be angry at him.  I would also be angry with my friend, but more him.  Jealous perhaps.  I'm pretty sure I would break it off with him.  I don't believe I would ever be able to trust him again.  His explanations would never be enough.  Even if he said that it was a drunken incident, perhaps because my friend was attractive, it would also seem like more.  Like he must've been thinking about it before it happened and must be thinking about it after.  I would know that he always shared this incidence with my friend and I believe that's why I wouldn't be able to get over it.  That no matter what happened between us, he would be able to flash back to that moment.  Maybe to compare us, or maybe just an flashback to that night.  Maybe it's because I believe that sex can never be just sex.  What if she was sad and needed comforting, would he be willing to text her back?  I would break up with him and then try to stay strong, but it would be a break-up so I know the loneliness would hurt me.  At this point in my relationship, I know my boyfriend would be beside himself and be trying to get me back.  That would make me feel good so I can honestly not say if I would let him back in.  If I remained strong and didnt' get back together with him, I would know I made the right decision once the pain subsided.  If I broke down and allowed us to date again I don't know if things would every be the same.  I'd always be angry when I was around him.  I think it would take at least a year (if we lasted that long) for the angry to subside and hopefully the trust to return.",7,3,4,2,He didn't cheat.  But he broke up with me for personal (family & stress) reasons and I felt very betrayed because I knew he loved me.,21,1,"Fine.  I was confused after the audio part about whether I was supposed to answer how I actually felt after hearing the situation, or how I would feel imagining myself in that scenario using the first-person scenario.  (For the record, I answered as if that situation didn't really happen, but I heard it and imagined in for 1 min.)  Also, it didn't affect me but you spelled ""lose"" ""loose"" up above, and in one question you switched the numbers 4 & 5 on the scale.  Just thought you should no.","Not really.  I realized after that I never talked about my friend in the situation.  Probably something you're looking for, but I would definitely blame my boyfriend more for the scenario (which is probably why I didn't mention the friend).  But regarding the friend, I don't think I would ever be her friend again but maybe we would eventually be able to be civil.",No.,I don't really know.  Perhaps about whether the friend or the partner is to be blamed more.  Or to measure whether stable relationships or less stable relationships affect the reaction to the scenario.  3rd variable being mood before and/or after hearing the audio.  You could possibly take people's opinions on sex as well.  I consider sex more of a big deal than others perhaps.,1.5,-.5,-.5,2,1.5,2,396,15.84,22.73,15.91,10.1,1.01,0,4.8,0,6.82,2.78,20.71,12.37,3,3,-5.3,0,1,22,1,3,-1.37510880185288
97,2,2,1,2/2/2012 15:18:00,2/2/2012 15:26:59,1,4,3,3,3,6,5,3,2,3,3, ,6,3,4,1, ,18,2,Good,No,No,People who are in romantic relationships and their emotional states.,3.5,.5,-.5,5,4,5,94,23.5,14.89,10.64,7.45,1.06,0,2.13,0,4.26,7.45,21.28,18.09,3,3,-5.32,1,1,19,2,4,.0834802170998205
98,1,1,1,2/2/2012 16:55:00,2/2/2012 17:05:59,1,1,1,1,4,5,1,4,1,3,4,I don't think it's possible to recover from this incident. I'm a very stubborn person and don't forgive and forget easily and therefore would be greatly hurt by it. I would undoubtedly end the relationship no matter how much they tried to fix it or help me.,7,-99,3,1, ,10,1,It made me think about a potential scenario and made me feel many emotions.,No,No,relationships and how they affect mood/emotions,1,-.5,-.5,4,4,4,55,18.33,16.36,9.09,7.27,0,0,0,1.82,7.27,3.64,9.09,5.45,3,1,-7.27,0,9,19,1,3,-.928202224936897
100,4,4,1,2/3/2012 12:18:00,2/3/2012 12:34:00,1,3,8,1,2,5,5,6,7,3,4, ,4,2,3,1, ,18,1,"Rather interesting, I wasn't bored doing it like I have been in other studies.",No,No,How someone's mood changes when they are thinking about a situation that they would not like to happen to them.,6,.5,.5,6,6,5,156,31.2,19.87,10.9,2.56,0,.64,7.69,0,8.97,5.13,17.95,12.18,4,2,5.13,1,1,19,4,4.5,1.65848691922358
101,1,1,1,2/3/2012 12:43:00,2/3/2012 12:57:59,1,5,2,2,4,5,1,4,2,1,5,"I think the relationship will not develop at all but instead will end immediately. I will not be in a relationship with a person that is unfaithful, especially one that had sex with a close friend. I am very strongly against cheating, even kissing or making out, and my significant other having sex with someone else is a deal breaker for the relationship. The relationship would end no matter how much I loved him.",7,2,5,2,A previous boyfriend kissed my best friend.,20,1,Interesting.,No,No,How emotions change after imagining a displeasing situation?,1.5,-.5,-.5,4,4,1,74,18.5,13.51,8.11,6.76,0,0,1.35,0,5.41,9.46,16.22,13.51,4,2,-5.41,3,1,21,1,3,-.515055864088336
103,3,3,1,2/3/2012 12:52:00,2/3/2012 13:13:00,1,4,3,2,5,6,5,3,5,3,4, ,6,2,3,1, ,21,1, I thought it was fine overall. I do wish I could have a bit more information about the hypothetical experience though. I think I would have been able to imagine it better if I had known more.,Other than more info about the hypothetical situation it was good.,Not really.,I think it was about how relationships can change your attitude and affect you negatively in some cases and it is important to evaluate how your relationship affects you and if it is good or not for you. My imagining another person's relationship you might gain something about how you view your own relationship and its affect on you.,5,-.5,.5,3,3,4,205,22.78,14.63,8.78,2.44,0,0,3.41,2.93,5.85,8.29,14.15,10.24,3,2.5,.97,1.5,1,22,2,4,.242145426630176
104,4,4,1,2/3/2012 13:35:59,2/3/2012 13:48:00,1,4,4,2,2,2,2,2,2,3,5, ,7,2,4,2,cheated on 3 times,19,1,It hit close to home because I have been cheated multiple times and have had close friends who have been cheated on.,No difficulties.,No.,The study was to test the degree of faithfulness in college relationships and determine how students react to cheating.,2,.5,.5,6,4,3,103,25.75,18.45,16.5,.97,0,0,15.53,0,1.94,2.91,19.42,15.53,3,2,14.56,2,1,20,1,1.5,-1.21281647152308
106,1,1,1,2/4/2012 11:19:59,2/4/2012 11:38:00,1,5,4,2,6,3,5,2,3,7,1,My relationship will be the same as it has been in the past after this experience.  The reason why I had a difficult time imagining this unfaithful scenario is because I know my boyfriend would never do that.,7,4,5,1, ,21,1,It was a good study. Although I found the cheating scenario hard to imagine because of my great relationship.  Maybe the same point could be made with just a argument scenario?  That would be more believable to a larger array of people.,See Question 1's answer.,Nope.,Relationships and how they affect the general well being and emotions of people.,4,-.5,-.5,2,2,4,38,19,21.05,10.53,10.53,0,0,0,0,10.53,10.53,23.68,21.05,3,1.5,-10.53,3.5,1,22,1,2,-.973654555034536
107,3,3,1,2/4/2012 11:58:59,2/4/2012 12:12:00,1,4,2,2,2,6,4,4,2,5,3, ,6,4,3,1, ,20,1,"Fine, though the typing question was sort of oddly worded and unclear.",No.,No.,My perspective on relationship problems if I am in a relationship.,3,-.5,.5,6,5,4,111,13.88,22.52,15.32,3.6,0,0,10.81,.9,7.21,4.5,12.61,9.91,3,2.5,7.21,1.5,1,21,2,4,.184374884720811
108,1,1,1,2/17/2012 8:54:00,2/17/2012 9:21:59,1,5,2,1,7,1,3,1,2,3,5,I think that after this incident my relationship would be over. I couldn't imagine remaining with my partner after knowing he had sex with another woman. I would never be able to trust him again. I also would feel too insecure and unworthy if I stayed with someone who cheated on me. I think I would also be too angry to remain in the relationship and the combination of anger and the lack of trust would ruin any part of relationship that remained.,7,2,5,2,My boyfriend kissed another girl 3 years ago.,20,1,The study was very well set up. The voice instructions were a great idea.,No difficulties or problems.,No.,I think the study is about how people in different types of relationships react to certain stressful events.,2.5,-.5,-.5,1,1,1,85,17,20,14.12,11.76,0,0,2.35,0,5.88,3.53,15.29,10.59,1,1,-9.41,4,1,21,1,1,-2.52318457066235
134,1,1,1,3/9/2012 11:50:31,3/9/2012 12:07:05,1,4,2,2,5,6,6,5,5,3,3,"The relationship will definitely be difficult after this incident. There would be a lack of trust and feelings of inadequacy. Was I not good enough for him? There is no way to act as if it didn't happen. We would have to talk it out and decide together what is the best path for our relationship. Depending on how he feels about the incident, we will decide whether we need to break up/spend some time apart or if we want to try to get past this incident. Our relationship will definitely not develop in the same way that it had been. Trust will need to be gained back and there will be many awkward situations to deal with. Anger, sadness, rejection are all feelings that would need to be dealt with as well.",5,3,4,1, ,18,1,It was hard to imagine a situation like the one described and it was not pleasant to try to imagine. I think this study was effective though.,It was difficult to imagine a cheating situation.,No,How people deal with difficult emotions and incidents in relationships and how it makes them feel.,5.5,-.5,-.5,3,4,3,136,15.11,12.5,6.62,.74,4.41,0,1.47,0,5.88,3.68,20.59,14.71,3,2,.73,2,1,19,3,4.5,.783991345981689
135,2,2,1,3/9/2012 11:51:59,3/9/2012 12:09:17,1,4,2,4,6,7,7,6,6,1,4, ,7,4,4,1, ,19,1,It was cool because it really got me thinking about what I would do if I was put in this situation.,no,no,I think the study was about finding out what people feel about the relationships they are in and how they they react to challenges in those relationships.,6.5,.5,-.5,2,4,5,100,25,25,19,13,0,0,6,0,6,3,22,12,2,4,-7,0,1,20,1,4,.578793426280972
146,3,3,1,3/14/2012 9:55:00,3/14/2012 10:11:27,1,4,2,1,3,6,5,5,2,4,5, ,5,3,2,2,I was cheated on with a good friend of mine,18,1,It was interesting. It made me think of how it would be to be in another persons shoes.,No,No,To discover how people feel and react when put in certain situations.,3.5,-.5,.5,5,5,4,37,12.33,8.11,8.11,5.41,0,2.7,0,0,0,16.22,27.03,16.22,3,1,-5.41,3,1,19,3,4.5,.49554619787566
149,3,3,1,3/14/2012 10:34:24,3/14/2012 10:50:23,1,4,8,3,2,5,5,6,4,5,2, ,5,3,2,1, ,19,1,This study was fine. It was easy enough to complete.,"No, everything was fairly straightforward.","""I have invested a lot into my relationship, and I would loose it, if my relationship were over. "" Should be lose, not loose.","I think this study was about a person's ability to empathize with other people, specifically romantic partners.",4.5,-.5,.5,6,6,2,84,10.5,25,20.24,4.76,0,0,14.29,1.19,4.76,2.38,23.81,16.67,4,3,9.53,1,1,20,3,4,1.08775572891738
154,3,3,1,3/14/2012 11:14:16,3/14/2012 11:31:16,1,4,2,1,2,5,5,6,6,2,4, ,6,3,3,2,"it was a rumor about cheating, therefore it didn't happen as far as i know",19,1,The study was set up well and the audio was a lot better to listen to compared to reading.,no i did'nt experience any difficulties,no not at all.,how putting yourself in another persons shoes can affect how you feel. also this study could test the how sympathic a person is.,5.5,-.5,.5,6,6,4,194,14.92,17.01,12.37,2.06,0,.52,8.76,1.03,4.64,8.25,20.1,15.46,-99,1.5,6.7,2.5,1,20,2,3.5, 
